Institution code (UKPRN)	Institution name	Institution sort order	Main panel	Unit of assessment number	Unit of assessment name	Multiple submission letter	Multiple submission name	Joint submission	Profile	FTE Category A staff submitted	4*	3*	2*	1*	unclassified
H-0134	King's College London	68	A	5	Biological Sciences				Overall	89.1	20	35	35	5	5
H-0134	King's College London	68	B	9	Physics				Overall	16.4	10	40	45	5	0
H-0134	King's College London	68	B	10	Mathematical Sciences				Overall	31	15	50	25	10	0
H-0134	King's College London	68	B	11	Computer Science & Informatics				Overall	24	15	45	35	5	0
H-0134	King's College London	68	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	18	10	35	40	15	0
H-0134	King's College London	68	B	13	Elec Engineering, Metallurgy & Materials				Overall	15	5	35	40	20	0
H-0134	King's College London	68	C	17	Geography, Environmental Studies & Archaeology				Overall	31.2	20	50	25	5	0
H-0134	King's College London	68	C	19	Business & Management Studies				Overall	28.25	30	40	25	5	0
H-0134	King's College London	68	C	20	Law				Overall	53.55	15	35	40	10	0
H-0134	King's College London	68	C	21	Politics & International Studies				Overall	61.3	15	30	30	20	5
H-0134	King's College London	68	C	25	Education				Overall	34.15	30	35	25	10	0
H-0134	King's College London	68	D	27	Area Studies				Overall	8	15	35	20	15	15
H-0134	King's College London	68	D	28	Modern Languages				Overall	39.5	25	35	25	10	5
H-0134	King's College London	68	D	29	English Language & Literature				Overall	20.5	15	55	25	5	0
H-0134	King's College London	68	D	30	History				Overall	21.5	25	35	30	10	0
H-0134	King's College London	68	D	31	Classics				Overall	27.75	30	35	25	10	0
H-0134	King's College London	68	D	32	Philosophy				Overall	21.03	35	40	20	5	0
H-0134	King's College London	68	D	33	Theology & Religious Studies				Overall	16	10	55	30	5	0
H-0134	King's College London	68	D	35	Music, Drama, Dance, Performing Arts				Overall	19.1	45	40	10	5	0
H-0134	King's College London	68	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	23.5	35	30	15	15	5
H-0063	Kingston University	69	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	34.8	5	20	40	25	10
H-0063	Kingston University	69	A	4	Psychology, Psychiatry & Neuroscience				Overall	8	0	20	35	35	10
H-0063	Kingston University	69	B	11	Computer Science & Informatics				Overall	17.45	5	30	45	20	0
H-0063	Kingston University	69	B	15	General Engineering				Overall	16	5	20	40	35	0
H-0063	Kingston University	69	C	16	Architecture, Built Environment & Planning				Overall	5.2	0	10	30	50	10
H-0063	Kingston University	69	C	17	Geography, Environmental Studies & Archaeology				Overall	17.2	5	25	55	15	0
H-0063	Kingston University	69	C	18	Economics & Econometrics				Overall	4	5	15	55	25	0
H-0063	Kingston University	69	C	19	Business & Management Studies				Overall	21.1	10	35	45	10	0
H-0063	Kingston University	69	C	20	Law				Overall	4.75	0	10	35	50	5
H-0063	Kingston University	69	C	25	Education				Overall	4	0	25	25	35	15
H-0063	Kingston University	69	D	27	Area Studies				Overall	17.8	5	15	35	35	10
H-0063	Kingston University	69	D	29	English Language & Literature				Overall	18.35	10	30	50	10	0
H-0063	Kingston University	69	D	30	History				Overall	10.65	5	25	45	25	0
H-0063	Kingston University	69	D	34	Art & Design: History, Practice, Theory				Overall	25.05	10	40	40	10	0
H-0063	Kingston University	69	D	35	Music, Drama, Dance, Performing Arts				Overall	9.5	0	10	30	55	5
H-0176	University of Wales, Lampeter	70	C	17	Geography, Environmental Studies & Archaeology				Overall	15	15	35	35	15	0
H-0176	University of Wales, Lampeter	70	D	28	Modern Languages				Overall	2.5	0	5	45	35	15
H-0176	University of Wales, Lampeter	70	D	29	English Language & Literature				Overall	12.9	0	15	45	25	15
H-0176	University of Wales, Lampeter	70	D	31	Classics				Overall	6.2	5	15	40	40	0
H-0176	University of Wales, Lampeter	70	D	33	Theology & Religious Studies				Overall	23	5	30	55	10	0
H-0123	Lancaster University	71	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	18	20	40	35	5	0
H-0123	Lancaster University	71	A	4	Psychology, Psychiatry & Neuroscience				Overall	31	10	30	45	15	0
H-0123	Lancaster University	71	B	7	Earth Systems & Environmental Sciences				Overall	55.25	15	55	25	5	0
H-0123	Lancaster University	71	B	9	Physics				Overall	26.4	25	45	25	5	0
H-0123	Lancaster University	71	B	10	Mathematical Sciences				Overall	31.65	15	45	35	5	0
H-0123	Lancaster University	71	B	11	Computer Science & Informatics				Overall	30.25	25	55	20	0	0
H-0123	Lancaster University	71	B	13	Elec Engineering, Metallurgy & Materials				Overall	9.5	10	45	35	5	5
H-0123	Lancaster University	71	B	15	General Engineering				Overall	14	10	40	45	5	0
H-0123	Lancaster University	71	C	19	Business & Management Studies				Overall	113.36	25	50	20	5	0
H-0123	Lancaster University	71	C	20	Law				Overall	22	5	40	45	10	0
H-0123	Lancaster University	71	C	21	Politics & International Studies				Overall	18	5	15	50	25	5
H-0123	Lancaster University	71	C	22	Social Work & Social Policy				Overall	42.25	20	40	35	5	0
H-0123	Lancaster University	71	C	23	Sociology				Overall	29.8	35	25	25	15	0
H-0123	Lancaster University	71	C	25	Education				Overall	17.9	15	30	35	20	0
H-0123	Lancaster University	71	D	27	Area Studies				Overall	13	5	30	50	10	5
H-0123	Lancaster University	71	D	28	Modern Languages				Overall	31.7	20	25	40	15	0
H-0123	Lancaster University	71	D	29	English Language & Literature				Overall	29	20	40	30	10	0
H-0123	Lancaster University	71	D	30	History				Overall	25.63	15	40	40	5	0
H-0123	Lancaster University	71	D	32	Philosophy				Overall	9	10	30	55	5	0
H-0123	Lancaster University	71	D	33	Theology & Religious Studies				Overall	10	15	40	35	10	0
H-0123	Lancaster University	71	D	34	Art & Design: History, Practice, Theory				Overall	33.7	25	55	20	0	0
H-0124	University of Leeds	72	A	1	Clinical Medicine				Overall	113.75	10	50	35	5	0
H-0124	University of Leeds	72	A	2	Public Health, Health Services & Primary Care				Overall	36.4	20	40	35	5	0
H-0124	University of Leeds	72	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	42	25	35	25	10	5
H-0124	University of Leeds	72	A	4	Psychology, Psychiatry & Neuroscience				Overall	37.4	10	40	45	5	0
H-0124	University of Leeds	72	A	5	Biological Sciences				Overall	113.8	15	45	35	5	0
H-0124	University of Leeds	72	A	6	Agriculture, Veterinary & Food Science				Overall	9.8	20	35	35	5	5
H-0124	University of Leeds	72	B	7	Earth Systems & Environmental Sciences				Overall	74.3	15	55	25	5	0
H-0124	University of Leeds	72	B	8	Chemistry				Overall	37.2	20	50	30	0	0
H-0124	University of Leeds	72	B	9	Physics				Overall	35.5	15	35	40	10	0
H-0124	University of Leeds	72	B	10	Mathematical Sciences				Overall	59.1	20	40	35	5	0
H-0124	University of Leeds	72	B	11	Computer Science & Informatics				Overall	32.5	25	55	20	0	0
H-0124	University of Leeds	72	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	40.5	20	55	20	5	0
H-0124	University of Leeds	72	B	13	Elec Engineering, Metallurgy & Materials				Overall	22	30	50	15	5	0
H-0124	University of Leeds	72	B	14	Civil and Construction Engineering				Overall	22.2	10	45	40	5	0
H-0124	University of Leeds	72	B	15	General Engineering				Overall	48	20	60	20	0	0
H-0124	University of Leeds	72	C	16	Architecture, Built Environment & Planning				Overall	31.65	20	45	30	5	0
H-0124	University of Leeds	72	C	17	Geography, Environmental Studies & Archaeology				Overall	37.7	25	45	25	5	0
H-0124	University of Leeds	72	C	19	Business & Management Studies				Overall	69.66	20	50	25	5	0
H-0124	University of Leeds	72	C	20	Law				Overall	35.2	15	40	30	15	0
H-0124	University of Leeds	72	C	21	Politics & International Studies				Overall	28.6	5	10	50	30	5
H-0124	University of Leeds	72	C	22	Social Work & Social Policy				Overall	31.9	35	30	30	5	0
H-0124	University of Leeds	72	C	25	Education				Overall	33.6	20	40	35	5	0
H-0124	University of Leeds	72	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	7.3	10	20	50	20	0
H-0124	University of Leeds	72	D	27	Area Studies				Overall	18	5	40	40	15	0
H-0124	University of Leeds	72	D	28	Modern Languages				Overall	57.8	20	35	35	10	0
H-0124	University of Leeds	72	D	29	English Language & Literature				Overall	49.4	35	30	30	5	0
H-0124	University of Leeds	72	D	30	History				Overall	31.2	15	50	30	5	0
H-0124	University of Leeds	72	D	31	Classics				Overall	8	5	25	50	20	0
H-0124	University of Leeds	72	D	32	Philosophy				Overall	27	20	45	30	5	0
H-0124	University of Leeds	72	D	33	Theology & Religious Studies				Overall	8	15	30	50	5	0
H-0124	University of Leeds	72	D	34	Art & Design: History, Practice, Theory				Overall	29.1	25	20	40	15	0
H-0124	University of Leeds	72	D	35	Music, Drama, Dance, Performing Arts				Overall	22.1	20	45	30	5	0
H-0124	University of Leeds	72	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	19	15	35	50	0	0
H-0207	Leeds College of Music	73	D	35	Music, Drama, Dance, Performing Arts				Overall	4.83	10	15	40	35	0
H-0064	Leeds Metropolitan University	74	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	16.2	0	10	25	55	10
H-0064	Leeds Metropolitan University	74	C	19	Business & Management Studies				Overall	16.8	0	20	45	30	5
H-0064	Leeds Metropolitan University	74	C	25	Education				Overall	13.7	0	20	35	35	10
H-0064	Leeds Metropolitan University	74	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	32.9	15	25	35	25	0
H-0064	Leeds Metropolitan University	74	D	34	Art & Design: History, Practice, Theory				Overall	8.8	5	10	45	40	0
H-0064	Leeds Metropolitan University	74	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	32.6	15	40	30	15	0
H-0040	Leeds Trinity & All Saints	75	A	4	Psychology, Psychiatry & Neuroscience				Overall	1	0	0	55	30	15
H-0040	Leeds Trinity & All Saints	75	D	29	English Language & Literature				Overall	8	0	35	30	25	10
H-0040	Leeds Trinity & All Saints	75	D	30	History				Overall	4	5	20	50	20	5
H-0040	Leeds Trinity & All Saints	75	D	33	Theology & Religious Studies				Overall	2	0	40	10	25	25
H-0125	University of Leicester	76	A	1	Clinical Medicine				Overall	94.05	5	35	55	5	0
H-0125	University of Leicester	76	A	2	Public Health, Health Services & Primary Care				Overall	24.4	10	50	35	5	0
H-0125	University of Leicester	76	A	4	Psychology, Psychiatry & Neuroscience				Overall	26	5	10	50	35	0
H-0125	University of Leicester	76	A	5	Biological Sciences				Overall	79.33	10	35	40	15	0
H-0125	University of Leicester	76	B	7	Earth Systems & Environmental Sciences				Overall	17.2	10	55	30	5	0
H-0125	University of Leicester	76	B	8	Chemistry				Overall	21.8	5	35	55	5	0
H-0125	University of Leicester	76	B	9	Physics				Overall	45	15	40	30	15	0
H-0125	University of Leicester	76	B	10	Mathematical Sciences				Overall	22	5	40	50	5	0
H-0125	University of Leicester	76	B	11	Computer Science & Informatics				Overall	19	20	45	30	5	0
H-0125	University of Leicester	76	B	15	General Engineering				Overall	30.2	15	30	45	10	0
H-0125	University of Leicester	76	C	17	Geography, Environmental Studies & Archaeology				Overall	54.33	25	40	25	10	0
H-0125	University of Leicester	76	C	18	Economics & Econometrics				Overall	26.2	20	50	30	0	0
H-0125	University of Leicester	76	C	19	Business & Management Studies				Overall	36.4	15	40	30	15	0
H-0125	University of Leicester	76	C	20	Law				Overall	45.4	5	35	35	25	0
H-0125	University of Leicester	76	C	21	Politics & International Studies				Overall	11	5	10	50	30	5
H-0125	University of Leicester	76	C	22	Social Work & Social Policy				Overall	15	5	20	35	35	5
H-0125	University of Leicester	76	C	23	Sociology				Overall	12.5	10	20	45	20	5
H-0125	University of Leicester	76	C	25	Education				Overall	41.3	5	25	45	20	5
H-0125	University of Leicester	76	D	28	Modern Languages				Overall	9	5	35	35	25	0
H-0125	University of Leicester	76	D	29	English Language & Literature				Overall	23.25	15	45	35	5	0
H-0125	University of Leicester	76	D	30	History				Overall	33	20	30	40	10	0
H-0125	University of Leicester	76	D	34	Art & Design: History, Practice, Theory				Overall	6.8	10	30	50	10	0
H-0125	University of Leicester	76	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	19.8	65	30	5	0	0
H-0062	University of Lincoln	77	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	9	0	10	15	40	35
H-0062	University of Lincoln	77	A	4	Psychology, Psychiatry & Neuroscience				Overall	5.8	5	20	45	30	0
H-0062	University of Lincoln	77	A	6	Agriculture, Veterinary & Food Science				Overall	8.45	5	5	45	40	5
H-0062	University of Lincoln	77	B	11	Computer Science & Informatics				Overall	9	15	35	35	15	0
H-0062	University of Lincoln	77	C	16	Architecture, Built Environment & Planning				Overall	17.6	5	30	30	30	5
H-0062	University of Lincoln	77	C	19	Business & Management Studies				Overall	21.4	0	20	40	30	10
H-0062	University of Lincoln	77	C	20	Law				Overall	3	0	10	40	50	0
H-0062	University of Lincoln	77	C	21	Politics & International Studies				Overall	8.2	5	15	30	45	5
H-0062	University of Lincoln	77	C	22	Social Work & Social Policy				Overall	12.5	5	30	55	10	0
H-0062	University of Lincoln	77	C	25	Education				Overall	3.4	5	30	40	10	15
H-0062	University of Lincoln	77	D	30	History				Overall	8.5	0	40	50	5	5
H-0062	University of Lincoln	77	D	34	Art & Design: History, Practice, Theory				Overall	20.7	5	10	45	25	15
H-0062	University of Lincoln	77	D	35	Music, Drama, Dance, Performing Arts				Overall	8	5	15	25	50	5
H-0062	University of Lincoln	77	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	10	15	55	25	0	5
H-0126	University of Liverpool	78	A	1	Clinical Medicine				Overall	124.1	10	50	30	5	5
H-0126	University of Liverpool	78	A	2	Public Health, Health Services & Primary Care				Overall	36.6	10	45	35	10	0
H-0126	University of Liverpool	78	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	56.4	10	30	35	20	5
H-0126	University of Liverpool	78	A	4	Psychology, Psychiatry & Neuroscience				Overall	28	5	25	50	20	0
H-0126	University of Liverpool	78	A	5	Biological Sciences				Overall	109	10	45	35	10	0
H-0126	University of Liverpool	78	A	6	Agriculture, Veterinary & Food Science				Overall	62.6	5	40	45	10	0
H-0126	University of Liverpool	78	B	7	Earth Systems & Environmental Sciences				Overall	25	15	60	20	5	0
H-0126	University of Liverpool	78	B	8	Chemistry				Overall	37.1	20	50	25	5	0
H-0126	University of Liverpool	78	B	9	Physics				Overall	34.6	20	35	35	10	0
H-0126	University of Liverpool	78	B	10	Mathematical Sciences				Overall	43.33	10	45	40	5	0
H-0126	University of Liverpool	78	B	11	Computer Science & Informatics				Overall	28	30	45	25	0	0
H-0126	University of Liverpool	78	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	23	15	45	35	5	0
H-0126	University of Liverpool	78	B	13	Elec Engineering, Metallurgy & Materials				Overall	36	35	35	30	0	0
H-0126	University of Liverpool	78	B	14	Civil and Construction Engineering				Overall	13.33	5	45	25	25	0
H-0126	University of Liverpool	78	C	16	Architecture, Built Environment & Planning				Overall	26.3	10	40	35	15	0
H-0126	University of Liverpool	78	C	17	Geography, Environmental Studies & Archaeology				Overall	50.4	25	40	30	5	0
H-0126	University of Liverpool	78	C	19	Business & Management Studies				Overall	39	10	40	35	15	0
H-0126	University of Liverpool	78	C	20	Law				Overall	23.5	10	45	25	20	0
H-0126	University of Liverpool	78	C	21	Politics & International Studies				Overall	17	0	15	55	25	5
H-0126	University of Liverpool	78	C	23	Sociology				Overall	21	5	25	35	30	5
H-0126	University of Liverpool	78	D	27	Area Studies				Overall	12.2	20	20	35	20	5
H-0126	University of Liverpool	78	D	28	Modern Languages				Overall	24	15	35	35	15	0
H-0126	University of Liverpool	78	D	29	English Language & Literature				Overall	27.45	30	35	30	5	0
H-0126	University of Liverpool	78	D	30	History				Overall	25	35	35	25	5	0
H-0126	University of Liverpool	78	D	31	Classics				Overall	11.35	10	40	35	10	5
H-0126	University of Liverpool	78	D	32	Philosophy				Overall	11	0	25	60	15	0
H-0126	University of Liverpool	78	D	35	Music, Drama, Dance, Performing Arts				Overall	13.2	10	50	30	5	5
H-0023	Liverpool Hope University	79	A	4	Psychology, Psychiatry & Neuroscience				Overall	8	0	5	20	65	10
H-0023	Liverpool Hope University	79	B	11	Computer Science & Informatics				Overall	4.2	0	20	40	35	5
H-0023	Liverpool Hope University	79	C	21	Politics & International Studies				Overall	9	0	0	25	45	30
H-0023	Liverpool Hope University	79	C	22	Social Work & Social Policy				Overall	4	5	0	30	50	15
H-0023	Liverpool Hope University	79	C	25	Education				Overall	8.8	0	20	30	25	25
H-0023	Liverpool Hope University	79	D	29	English Language & Literature				Overall	6.2	0	10	30	55	5
H-0023	Liverpool Hope University	79	D	33	Theology & Religious Studies				Overall	13.9	5	15	55	20	5
H-0023	Liverpool Hope University	79	D	35	Music, Drama, Dance, Performing Arts				Overall	8.5	0	30	35	30	5
H-0065	Liverpool John Moores University	80	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	61.6	5	20	45	30	0
H-0065	Liverpool John Moores University	80	A	5	Biological Sciences				Overall	7	0	10	50	40	0
H-0065	Liverpool John Moores University	80	B	9	Physics				Overall	16.5	10	35	40	15	0
H-0065	Liverpool John Moores University	80	B	11	Computer Science & Informatics				Overall	4	5	45	45	5	0
H-0065	Liverpool John Moores University	80	B	13	Elec Engineering, Metallurgy & Materials				Overall	2	20	40	30	10	0
H-0065	Liverpool John Moores University	80	B	15	General Engineering				Overall	5	20	40	30	10	0
H-0065	Liverpool John Moores University	80	C	16	Architecture, Built Environment & Planning				Overall	12	5	20	30	40	5
H-0065	Liverpool John Moores University	80	C	19	Business & Management Studies				Overall	8	0	5	40	50	5
H-0065	Liverpool John Moores University	80	C	24	Anthropology & Development Studies				Overall	9	10	35	35	20	0
